wav/0047.wav|آپ کال کے ذریعے بھی یہ کام کر سکتے ہیں۔
wav/0048.wav|آپ کی کمپلینٹ موصول ہو گئی ہے اور اس پر کارروائی جاری ہے۔
wav/0049.wav|آپ کا ٹرانزیکشن چارج پانچ سو روپے ہے۔
wav/0050.wav|آپ کا سروس چارج پانچ سو روپے ہے۔
wav/0051.wav|آپ کا کارڈ چارج پانچ سو روپے ہے۔
wav/0052.wav|براہِ کرم اپنا کی پیڈ دوبارہ چیک کریں۔
wav/0053.wav|آپ کا کی پیڈ تیار ہے۔
wav/0054.wav|یہ کی پیڈ محفوظ رکھیں۔
wav/0055.wav|میں آپ کو کی پیڈ کے بارے میں بتاتی ہوں۔
wav/0056.wav|براہِ کرم اپنا کارڈ دوبارہ چیک کریں۔
wav/0057.wav|آپ کا کارڈ تیار ہے۔
wav/0058.wav|یہ کارڈ محفوظ رکھیں۔
wav/0059.wav|میں آپ کو کارڈ کے بارے میں بتاتی ہوں۔
wav/0060.wav|براہِ کرم اپنا او ٹی پی دوبارہ چیک کریں۔
wav/0061.wav|آپ کا او ٹی پی تیار ہے۔
wav/0062.wav|یہ او ٹی پی محفوظ رکھیں۔
wav/0063.wav|میں آپ کو او ٹی پی کے بارے میں بتاتی ہوں۔
wav/0064.wav|براہِ کرم اپنا سی این آئی سی دوبارہ چیک کریں۔
wav/0065.wav|آپ کا سی این آئی سی تیار ہے۔
wav/0066.wav|یہ سی این آئی سی محفوظ رکھیں۔
wav/0067.wav|میں آپ کو سی این آئی سی کے بارے میں بتاتی ہوں۔
wav/0068.wav|براہِ کرم اپنا ایچ بی ایل دوبارہ چیک کریں۔
wav/0069.wav|آپ کا ایچ بی ایل تیار ہے۔
wav/0070.wav|یہ ایچ بی ایل محفوظ رکھیں۔
wav/0071.wav|میں آپ کو ایچ بی ایل کے بارے میں بتاتی ہوں۔
wav/0072.wav|براہِ کرم اپنا اے ٹی ایم دوبارہ چیک کریں۔
wav/0073.wav|آپ کا اے ٹی ایم تیار ہے۔
wav/0074.wav|یہ اے ٹی ایم محفوظ رکھیں۔
wav/0075.wav|میں آپ کو اے ٹی ایم کے بارے میں بتاتی ہوں۔
wav/0076.wav|براہِ کرم اپنا ایس ایم ایس دوبارہ چیک کریں۔
wav/0077.wav|آپ کا ایس ایم ایس تیار ہے۔
wav/0078.wav|یہ ایس ایم ایس محفوظ رکھیں۔
wav/0079.wav|میں آپ کو ایس ایم ایس کے بارے میں بتاتی ہوں۔
wav/0080.wav|براہِ کرم اپنا پن دوبارہ چیک کریں۔
wav/0081.wav|آپ کا پن تیار ہے۔
wav/0082.wav|یہ پن محفوظ رکھیں۔
wav/0083.wav|میں آپ کو پن کے بارے میں بتاتی ہوں۔
wav/0084.wav|براہِ کرم اپنا سی وی وی دوبارہ چیک کریں۔
wav/0085.wav|آپ کا سی وی وی تیار ہے۔
wav/0086.wav|یہ سی وی وی محفوظ رکھیں۔
wav/0087.wav|میں آپ کو سی وی وی کے بارے میں بتاتی ہوں۔
wav/0088.wav|براہِ کرم اپنا ٹرانزیکشن دوبارہ چیک کریں۔
wav/0089.wav|آپ کا ٹرانزیکشن تیار ہے۔
wav/0090.wav|یہ ٹرانزیکشن محفوظ رکھیں۔
wav/0091.wav|میں آپ کو ٹرانزیکشن کے بارے میں بتاتی ہوں۔
wav/0092.wav|براہِ کرم اپنا بیلنس دوبارہ چیک کریں۔
wav/0093.wav|آپ کا بیلنس تیار ہے۔
wav/0094.wav|یہ بیلنس محفوظ رکھیں۔
wav/0095.wav|میں آپ کو بیلنس کے بارے میں بتاتی ہوں۔
wav/0096.wav|براہِ کرم اپنا اسٹیٹمنٹ دوبارہ چیک کریں۔
wav/0097.wav|آپ کا اسٹیٹمنٹ تیار ہے۔
wav/0098.wav|یہ اسٹیٹمنٹ محفوظ رکھیں۔
wav/0099.wav|میں آپ کو اسٹیٹمنٹ کے بارے میں بتاتی ہوں۔
wav/0100.wav|براہِ کرم اپنا پاس ورڈ دوبارہ چیک کریں۔
wav/0101.wav|آپ کا پاس ورڈ تیار ہے۔
wav/0102.wav|یہ پاس ورڈ محفوظ رکھیں۔
wav/0103.wav|میں آپ کو پاس ورڈ کے بارے میں بتاتی ہوں۔
wav/0104.wav|براہِ کرم اپنا ایپ دوبارہ چیک کریں۔
wav/0105.wav|آپ کا ایپ تیار ہے۔
wav/0106.wav|یہ ایپ محفوظ رکھیں۔
wav/0107.wav|میں آپ کو ایپ کے بارے میں بتاتی ہوں۔
wav/0108.wav|براہِ کرم اپنا کریڈٹ کارڈ دوبارہ چیک کریں۔
wav/0109.wav|آپ کا کریڈٹ کارڈ تیار ہے۔
wav/0110.wav|یہ کریڈٹ کارڈ محفوظ رکھیں۔
wav/0111.wav|میں آپ کو کریڈٹ کارڈ کے بارے میں بتاتی ہوں۔
wav/0112.wav|براہِ کرم اپنا ڈیبٹ کارڈ دوبارہ چیک کریں۔
wav/0113.wav|آپ کا ڈیبٹ کارڈ تیار ہے۔
wav/0114.wav|یہ ڈیبٹ کارڈ محفوظ رکھیں۔
wav/0115.wav|میں آپ کو ڈیبٹ کارڈ کے بارے میں بتاتی ہوں۔
wav/0116.wav|براہِ کرم اپنا برانچ دوبارہ چیک کریں۔
wav/0117.wav|آپ کا برانچ تیار ہے۔
wav/0118.wav|یہ برانچ محفوظ رکھیں۔
wav/0119.wav|میں آپ کو برانچ کے بارے میں بتاتی ہوں۔
wav/0120.wav|براہِ کرم اپنا ٹرانسفر دوبارہ چیک کریں۔
wav/0121.wav|آپ کا ٹرانسفر تیار ہے۔
wav/0122.wav|یہ ٹرانسفر محفوظ رکھیں۔
wav/0123.wav|میں آپ کو ٹرانسفر کے بارے میں بتاتی ہوں۔
wav/0124.wav|آپ کی درخواست کی تاریخ اور ٹرانزیکشن کی تفصیل ریکارڈ کر لی گئی ہے۔
wav/0125.wav|براہِ کرم درست تاریخِ پیدائش درج کریں تاکہ ویریفیکیشن مکمل ہو سکے۔
wav/0126.wav|آپ کے کریڈٹ کارڈ کی ادائیگی کی آخری تاریخ اکتیس مارچ ہے۔
wav/0127.wav|دستیاب رقم اور کریڈٹ لمٹ کی تفصیل اسکرین پر موجود ہے۔
wav/0128.wav|تصدیق کے بعد آپ کا ڈیبٹ کارڈ ایکٹیویٹ کر دیا جائے گا۔
wav/0129.wav|توثیق مکمل ہونے پر آپ کی ٹرانسفر کی درخواست پراسیس ہو جائے گی۔
wav/0130.wav|آپ کے اکاؤنٹ کی تفصیل میں پتہ اور تاریخِ پیدائش دونوں اپڈیٹ ہو گئے ہیں۔
wav/0131.wav|درج کردہ ٹرانزیکشن آئی ڈی کی مدت ختم ہو چکی ہے، نئی درخواست دیں۔
wav/0132.wav|آپ کی اسٹیٹمنٹ کی مدت یکم تا تیس دن مقرر کی گئی ہے۔
wav/0133.wav|دفتری اوقات میں آپ کی کمپلینٹ کا تدارک کر دیا جائے گا۔
wav/0134.wav|براہِ کرم تاخیر سے بچنے کے لیے ڈیو ڈیٹ سے پہلے ادائیگی کریں۔
wav/0135.wav|آپ کے ڈیبٹ کارڈ اور کریڈٹ کارڈ کی تاریخِ اجرا ایک ہی دن ہے۔
wav/0136.wav|تناسب کے مطابق مارک اپ آپ کی اگلی اسٹیٹمنٹ میں درج ہو گا۔
wav/0137.wav|توثیقی کوڈ درج کریں، یہ کوڈ صرف دو منٹ کے لیے درست رہے گا۔
wav/0138.wav|آپ کے اعتماد کا شکریہ، آپ کا ٹرانزیکشن محفوظ طریقے سے مکمل ہوا۔
wav/0139.wav|درخواست کی تصدیق کے بعد نیا اے ٹی ایم کارڈ متعلقہ برانچ بھیج دیا جائے گا۔
wav/0140.wav|آپ کی ادائیگی کی درست تاریخ اور ٹرانزیکشن کی رقم دونوں ریکارڈ پر ہیں۔
wav/0141.wav|تفصیلی اسٹیٹمنٹ کے لیے تاریخوں کی حد درج کریں۔
wav/0142.wav|براہِ کرم اپنی درج کردہ ای میل کی توثیق کریں تاکہ نوٹیفیکیشن موصول ہوں۔
wav/0143.wav|کارڈ کی تبدیلی کے بعد اسٹینڈنگ انسٹرکشن خودبخود منتقل ہو جائے گی۔
wav/0144.wav|براہِ کرم اپنے کی پیڈ پر چار ہندسوں کا پاس کوڈ درج کریں۔
wav/0145.wav|آپ کی درج کردہ ای میل پر ایک تصدیقی لنک بھیج دیا گیا ہے۔
wav/0146.wav|آپ کے اسکرین پر دی گئی ریفرنس نمبر نوٹ کر لیں۔
wav/0147.wav|آج مارکیٹ ریٹ کے مطابق آپ کے اکاؤنٹ میں رقم منتقل ہو گئی ہے۔
wav/0148.wav|آپ کے کارڈ پر لاگو سالانہ چارج پانچ ہزار روپے ہے۔
wav/0149.wav|پیمنٹ گیٹ وے سے جواب موصول ہونے تک براہِ کرم انتظار کریں۔
wav/0150.wav|آپ کا کریڈٹ کارڈ بیلنس اور کم از کم ادائیگی اسکرین پر موجود ہے۔
wav/0151.wav|نیا کوڈ حاصل کرنے کے لیے دوبارہ ری سینڈ کا بٹن دبائیں۔
wav/0152.wav|سیکیورٹی کی وجہ سے آپ کا سیشن ختم کر دیا گیا ہے، دوبارہ لاگ اِن کریں۔
wav/0153.wav|آپ کی درخواست پر کارڈ کی لمٹ میں اضافہ منظور کر لیا گیا ہے۔
wav/0154.wav|روٹ تبدیل ہونے کی صورت میں نیا ریفرنس نمبر جاری کیا جائے گا۔
wav/0155.wav|مینو میں سے بیلنس انکوائری کا آپشن منتخب کریں۔
wav/0156.wav|آپ کے پوائنٹس کی ویلیو اگلی اسٹیٹمنٹ میں کیش بیک کے طور پر ظاہر ہو گی۔
wav/0157.wav|اپنے موبائل ایپ کی سیٹنگز میں جا کر نوٹیفیکیشن آن کر لیں۔
wav/0158.wav|آپ کا اے ٹی ایم پن ری سیٹ کرنے کے لیے پرانا پن درج کریں۔
wav/0159.wav|براہِ کرم اسکرین پر دیا گیا کیو آر کوڈ اسکین کریں۔
wav/0160.wav|آپ کی درخواست موڈ تبدیل ہونے کے بعد ری اپلائی کریں۔
wav/0161.wav|آن لائن پورٹل پر لاگ اِن کر کے ای اسٹیٹمنٹ ڈاؤن لوڈ کریں۔
wav/0162.wav|آپ کی ویریفیکیشن کامیابی سے مکمل ہو گئی ہے۔
wav/0163.wav|بایومیٹرک تصدیق کے لیے براہِ کرم اپنا انگوٹھا اسکینر پر رکھیں۔
wav/0164.wav|آپ کے فنگر پرنٹ کا ریکارڈ سسٹم میں موجود نہیں، برانچ سے رجوع کریں۔
wav/0165.wav|نیا بینیفیشری شامل کر دیا گیا ہے اور چوبیس گھنٹے بعد فعال ہو گا۔
wav/0166.wav|آپ کا ٹرانزیکشن مرچنٹ کی جانب سے ڈیکلائن کر دیا گیا ہے۔
wav/0167.wav|پی او ایس مشین پر ادائیگی منظور ہو گئی ہے۔
wav/0168.wav|آپ کی قسط یعنی انسٹالمنٹ اکتیس تاریخ کو واجب الادا ہے۔
wav/0169.wav|اس ٹرانزیکشن پر مارک اپ کی شرح دو فیصد ماہانہ ہے۔
wav/0170.wav|آپ کا ری فنڈ سات کاروباری دنوں میں اکاؤنٹ میں واپس آ جائے گا۔
wav/0171.wav|غلط ٹرانزیکشن کی ریورسل کی درخواست موصول ہو گئی ہے۔
wav/0172.wav|آپ کا ڈسپیوٹ کیس کھول دیا گیا ہے، ریفرنس نمبر محفوظ رکھیں۔
wav/0173.wav|آپ کو ہر ٹرانزیکشن پر ایس ایم ایس الرٹ اور ایپ نوٹیفیکیشن موصول ہوں گے۔
wav/0174.wav|منی اسٹیٹمنٹ میں صرف آخری دس ٹرانزیکشنز دکھائی جاتی ہیں۔
wav/0175.wav|آپ کا کارڈ عارضی طور پر ہولڈ پر رکھ دیا گیا ہے۔
wav/0176.wav|کارڈ دوبارہ چالو یعنی ری ایکٹیویٹ کرنے کے لیے تصدیقی کوڈ درج کریں۔
wav/0177.wav|آٹو ڈیبٹ کی سہولت آپ کے اکاؤنٹ پر فعال کر دی گئی ہے۔
wav/0178.wav|آپ کی اسٹینڈنگ انسٹرکشن ہر مہینے کی پہلی تاریخ کو عمل میں آئے گی۔
wav/0179.wav|ادائیگی کی تصدیق یعنی کنفرمیشن آپ کے موبائل پر بھیج دی گئی ہے۔
wav/0180.wav|درخواست منسوخ کرنے کے لیے کینسل کا بٹن دبائیں۔
wav/0181.wav|فارم مکمل کرنے کے بعد سبمٹ کا بٹن دبائیں۔
wav/0182.wav|آپ کی لاگ اِن کوشش ناکام رہی، براہِ کرم ری ٹرائی کریں۔
wav/0183.wav|سیشن ٹائم آؤٹ ہونے پر آپ کو دوبارہ لاگ اِن کرنا ہو گا۔
wav/0184.wav|آپ کا ورچوئل کارڈ فوری طور پر جاری کر دیا گیا ہے۔
wav/0185.wav|فزیکل کارڈ آپ کے رجسٹرڈ پتے پر دس دن میں پہنچ جائے گا۔
